_id,table,county,product,chronic_flag,chronic_number_v2,chronic_condition,count,med_oop_member,p25th_oop_member,p75th_oop_member,med_claim_ct,p25th_claim_member,p75th_claim_member
2681,dashboard_2,Butte,"All, Excluding Medi-Cal",,more than 1 chronic condition,Heart Failure,4664,2664.79,806.02,5668.11,43,20,74
2682,dashboard_2,Butte,"All, Excluding Medi-Cal",,1 chronic condition,Hip/Pelvic Fracture,-1,2492.26,1312.63,3634.4,15,8.5,28.5
2683,dashboard_2,Butte,"All, Excluding Medi-Cal",,All,Hip/Pelvic Fracture,-1,3643.45,1546.5,8527.86,52,29,80
2684,dashboard_2,Butte,"All, Excluding Medi-Cal",,more than 1 chronic condition,Hip/Pelvic Fracture,639,3684.91,1548.87,8641.96,53,29,80
2685,dashboard_2,Butte,"All, Excluding Medi-Cal",,1 chronic condition,Hyperlipidemia,2808,361.94,141.89,716.67,9,5,16
2686,dashboard_2,Butte,"All, Excluding Medi-Cal",,All,Hyperlipidemia,32728,840.84,326.93,2338.71,21,10,41
2687,dashboard_2,Butte,"All, Excluding Medi-Cal",,more than 1 chronic condition,Hyperlipidemia,29920,916.96,357.74,2504.41,23,11,43
2688,dashboard_2,Butte,"All, Excluding Medi-Cal",,1 chronic condition,Hypertension,2232,339.12,110,736.87,8,4,15
2689,dashboard_2,Butte,"All, Excluding Medi-Cal",,All,Hypertension,33310,889.93,329.22,2503.3,22,10,43
2690,dashboard_2,Butte,"All, Excluding Medi-Cal",,more than 1 chronic condition,Hypertension,31078,959.15,357.77,2632.7,23,11,44
2691,dashboard_2,Butte,"All, Excluding Medi-Cal",,1 chronic condition,Ischemic Heart Disease,40,343.29,129.4,948.31,7,3,12.25
2692,dashboard_2,Butte,"All, Excluding Medi-Cal",,All,Ischemic Heart Disease,7229,1815.1,566.52,4198.88,34,16,61
2693,dashboard_2,Butte,"All, Excluding Medi-Cal",,more than 1 chronic condition,Ischemic Heart Disease,7189,1832.22,574.66,4219.39,34,16,61
2694,dashboard_2,Butte,"All, Excluding Medi-Cal",,1 chronic condition,Obesity,617,410.43,128.73,1200.01,9,4,17
2695,dashboard_2,Butte,"All, Excluding Medi-Cal",,All,Obesity,10044,1162.95,388.81,3080.41,25,11,50
2696,dashboard_2,Butte,"All, Excluding Medi-Cal",,more than 1 chronic condition,Obesity,9427,1222.31,424.09,3201.42,27,12,52
2697,dashboard_2,Butte,"All, Excluding Medi-Cal",,1 chronic condition,Osteoporosis,225,519.25,268.56,922.26,12,7,20
2698,dashboard_2,Butte,"All, Excluding Medi-Cal",,All,Osteoporosis,4309,1205.1,513.98,3150.24,29,14,55
2699,dashboard_2,Butte,"All, Excluding Medi-Cal",,more than 1 chronic condition,Osteoporosis,4084,1283.81,549.08,3274.31,31,15,57
2700,dashboard_2,Butte,"All, Excluding Medi-Cal",,1 chronic condition,Rheumatoid Arthritis,1072,591.01,231.49,1305.05,13,6,22
2701,dashboard_2,Butte,"All, Excluding Medi-Cal",,All,Rheumatoid Arthritis,15129,1331.46,517.99,3210.6,31,15,54
2702,dashboard_2,Butte,"All, Excluding Medi-Cal",,more than 1 chronic condition,Rheumatoid Arthritis,14057,1416.74,558.2,3341.19,33,17,56
2703,dashboard_2,Butte,"All, Excluding Medi-Cal",,1 chronic condition,Stroke,53,651.99,279.14,2197.83,11,6,23
2704,dashboard_2,Butte,"All, Excluding Medi-Cal",,All,Stroke,2456,2695.92,917.5,5707.67,40,21,70
2705,dashboard_2,Butte,"All, Excluding Medi-Cal",,more than 1 chronic condition,Stroke,2403,2766.92,964.69,5746.31,41,22,71
2706,dashboard_2,Butte,COMMERCIAL,,All,Acute Myocardial Infarction,37,4162.88,495,6883.76,29,16,43
2707,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Acute Myocardial Infarction,37,4162.88,495,6883.76,29,16,43
2708,dashboard_2,Butte,COMMERCIAL,,1 chronic condition,Alzheimers Disease,-1,13,13,13,2,2,2
2709,dashboard_2,Butte,COMMERCIAL,,All,Alzheimers Disease,-1,5.18,0,328.05,5.5,2,16.75
2710,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Alzheimers Disease,-1,0,0,343.4,6,2,17
2711,dashboard_2,Butte,COMMERCIAL,,1 chronic condition,Anemia,395,372.6,80,1404.25,9,5,16
2712,dashboard_2,Butte,COMMERCIAL,,All,Anemia,1741,639.19,105,2275.08,14,6,31
2713,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Anemia,1346,717.04,124.23,2452.59,16,6,36
2714,dashboard_2,Butte,COMMERCIAL,,1 chronic condition,Anxiety,1879,342.25,100.7,960.39,9,5,16
2715,dashboard_2,Butte,COMMERCIAL,,All,Anxiety,6410,498.26,150,1430.57,13,6,23
2716,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Anxiety,4531,596.31,182.73,1731.24,15,7,27
2717,dashboard_2,Butte,COMMERCIAL,,1 chronic condition,Asthma,569,279.53,70.87,791.12,8,4,13
2718,dashboard_2,Butte,COMMERCIAL,,All,Asthma,1777,500.13,137.18,1559.84,12,6,25
2719,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Asthma,1208,643.81,192.1,1982.54,15,7,32
2720,dashboard_2,Butte,COMMERCIAL,,1 chronic condition,Atrial Fibrillation,43,721.49,294.44,1600.63,11,7,20.5
2721,dashboard_2,Butte,COMMERCIAL,,All,Atrial Fibrillation,630,720.9,75.18,2352.15,14,5,28
2722,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Atrial Fibrillation,587,720.31,60,2376.58,14,5,29
2723,dashboard_2,Butte,COMMERCIAL,,All,Breast Cancer,382,777.81,150.39,2663.91,17,7,37
2724,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Breast Cancer,382,777.81,150.39,2663.91,17,7,37
2725,dashboard_2,Butte,COMMERCIAL,,1 chronic condition,Chronic Kidney Disease,36,435.11,207.12,1068.41,7.5,3.75,14.25
2726,dashboard_2,Butte,COMMERCIAL,,All,Chronic Kidney Disease,691,500,53.75,1827.59,13,5,29
2727,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Chronic Kidney Disease,655,507.69,45,1933.35,13,5,29.5
2728,dashboard_2,Butte,COMMERCIAL,,All,Colorectal Cancer,101,701.68,139.78,3681.86,21,10,44
2729,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Colorectal Cancer,101,701.68,139.78,3681.86,21,10,44
2730,dashboard_2,Butte,COMMERCIAL,,1 chronic condition,Combined Cancer,66,656.11,242.69,1395.22,10,6,15.75
2731,dashboard_2,Butte,COMMERCIAL,,All,Combined Cancer,849,784.01,150,2612.85,17,7,36
2732,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Combined Cancer,783,809.56,142.5,2695.14,18,7,37
2733,dashboard_2,Butte,COMMERCIAL,,1 chronic condition,COPD,73,388.94,87.87,1224.24,9,6,13
2734,dashboard_2,Butte,COMMERCIAL,,All,COPD,627,780,151.99,2424.09,17,7,33.5
2735,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,COPD,554,880.3,179.27,2492.69,19,8,37
2736,dashboard_2,Butte,COMMERCIAL,,1 chronic condition,Dementia,-1,0,0,3554.96,5,4,16.5
2737,dashboard_2,Butte,COMMERCIAL,,All,Dementia,-1,0,0,514.66,5.5,2,21.75
2738,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Dementia,83,0,0,509.77,6,2,21.5
2739,dashboard_2,Butte,COMMERCIAL,,1 chronic condition,Depression,1110,292.06,80.93,831.3,9,4,16
2740,dashboard_2,Butte,COMMERCIAL,,All,Depression,4930,505.22,148.3,1439.26,13,6,24
2741,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Depression,3820,590.09,177.84,1691.24,15,7,28
2742,dashboard_2,Butte,COMMERCIAL,,1 chronic condition,Diabetes,279,270.78,60.7,850.98,8,4,13
2743,dashboard_2,Butte,COMMERCIAL,,All,Diabetes,2541,468.61,119.21,1438.8,12,6,23
2744,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Diabetes,2262,501.57,125,1537.56,12,6,24
2745,dashboard_2,Butte,COMMERCIAL,,1 chronic condition,Heart Failure,-1,444.98,66.63,2658.91,11.5,6,21.25
2746,dashboard_2,Butte,COMMERCIAL,,All,Heart Failure,-1,495,0,2826.88,15,4,36
2747,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Heart Failure,327,500,0,2826.88,16,4,36.5
2748,dashboard_2,Butte,COMMERCIAL,,1 chronic condition,Hip/Pelvic Fracture,-1,2407.27,1470.41,3762.86,12,8,16.5
2749,dashboard_2,Butte,COMMERCIAL,,All,Hip/Pelvic Fracture,-1,1571.58,149.03,3669.29,18.5,5.25,41.5
2750,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Hip/Pelvic Fracture,50,1138.2,5.55,3573.43,22.5,4,53.25
2751,dashboard_2,Butte,COMMERCIAL,,1 chronic condition,Hyperlipidemia,1395,312.21,97.42,789.48,8,4,13
2752,dashboard_2,Butte,COMMERCIAL,,All,Hyperlipidemia,7411,441.58,122.91,1257.54,11,5,20
2753,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Hyperlipidemia,6016,490.67,135,1391.16,12,6,23
2754,dashboard_2,Butte,COMMERCIAL,,1 chronic condition,Hypertension,1061,270.05,77.62,763.35,7,4,13
2755,dashboard_2,Butte,COMMERCIAL,,All,Hypertension,6829,450.01,116.72,1352.56,11,5,22
2756,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Hypertension,5768,498.05,126.97,1486.67,12,6,24
2757,dashboard_2,Butte,COMMERCIAL,,1 chronic condition,Ischemic Heart Disease,-1,326.86,79.52,710,8,4,11
2758,dashboard_2,Butte,COMMERCIAL,,All,Ischemic Heart Disease,-1,580,105,2324.31,15,5,31
2759,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Ischemic Heart Disease,672,588.13,108.75,2359.56,15,5,31
2760,dashboard_2,Butte,COMMERCIAL,,1 chronic condition,Obesity,534,411.56,120,1275.66,9,4,16
2761,dashboard_2,Butte,COMMERCIAL,,All,Obesity,3360,650.71,185.31,1947.3,14,7,26
2762,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Obesity,2826,713.59,205.01,2019,15,8,28
2763,dashboard_2,Butte,COMMERCIAL,,1 chronic condition,Osteoporosis,53,620.66,170.3,1033.03,11,7,20
2764,dashboard_2,Butte,COMMERCIAL,,All,Osteoporosis,366,396.83,40,1327.48,12,4,25.75
2765,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Osteoporosis,313,393.19,30,1377.96,12,4,27
2766,dashboard_2,Butte,COMMERCIAL,,1 chronic condition,Rheumatoid Arthritis,528,664.61,196.84,1790.94,13,7,20.25
2767,dashboard_2,Butte,COMMERCIAL,,All,Rheumatoid Arthritis,2634,774.5,195,2222.66,17,8,30
2768,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Rheumatoid Arthritis,2106,830.48,195,2331.74,19,8,33
2769,dashboard_2,Butte,COMMERCIAL,,1 chronic condition,Stroke,-1,1958.65,407.47,4833.94,14,8,23
2770,dashboard_2,Butte,COMMERCIAL,,All,Stroke,-1,1239.19,225,4076.4,20,8,40
2771,dashboard_2,Butte,COMMERCIAL,,more than 1 chronic condition,Stroke,228,1182.5,169.28,4008.46,21.5,8,42
2772,dashboard_2,Butte,MEDICAID,,1 chronic condition,Acute Myocardial Infarction,-1,0,0,0,9,9,9
2773,dashboard_2,Butte,MEDICAID,,All,Acute Myocardial Infarction,-1,0,0,0,28,10,59
2774,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Acute Myocardial Infarction,250,0,0,0,28,10,59
2775,dashboard_2,Butte,MEDICAID,,1 chronic condition,Alzheimers Disease,-1,0,0,0,9,5.5,74.5
2776,dashboard_2,Butte,MEDICAID,,All,Alzheimers Disease,-1,0,0,0,25,10,45
2777,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Alzheimers Disease,190,0,0,0,25,10.5,45
2778,dashboard_2,Butte,MEDICAID,,1 chronic condition,Anemia,1028,0,0,0,13,7,25
2779,dashboard_2,Butte,MEDICAID,,All,Anemia,6194,0,0,0,25,10,49
2780,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Anemia,5166,0,0,0,28,12,54
2781,dashboard_2,Butte,MEDICAID,,1 chronic condition,Anxiety,2704,0,0,0,16,7,32
2782,dashboard_2,Butte,MEDICAID,,All,Anxiety,13683,0,0,0,24,11,47
2783,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Anxiety,10979,0,0,0,27,12,50
2784,dashboard_2,Butte,MEDICAID,,1 chronic condition,Asthma,1270,0,0,0,12,6,22
2785,dashboard_2,Butte,MEDICAID,,All,Asthma,4740,0,0,0,22,9,44
2786,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Asthma,3470,0,0,0,27,12,54
2787,dashboard_2,Butte,MEDICAID,,1 chronic condition,Atrial Fibrillation,-1,0,0,0,7,4.75,17
2788,dashboard_2,Butte,MEDICAID,,All,Atrial Fibrillation,-1,0,0,0,22,8,45
2789,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Atrial Fibrillation,1691,0,0,0,22,8,45
2790,dashboard_2,Butte,MEDICAID,,All,Breast Cancer,442,0,0,0,21,6,39.75
2791,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Breast Cancer,442,0,0,0,21,6,39.75
2792,dashboard_2,Butte,MEDICAID,,1 chronic condition,Chronic Kidney Disease,47,0,0,0,13,6,20
2793,dashboard_2,Butte,MEDICAID,,All,Chronic Kidney Disease,2663,0,0,0,24,9,49
2794,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Chronic Kidney Disease,2616,0,0,0,24.5,10,50
2795,dashboard_2,Butte,MEDICAID,,All,Colorectal Cancer,208,0,0,0,22,7.75,45.5
2796,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Colorectal Cancer,208,0,0,0,22,7.75,45.5
2797,dashboard_2,Butte,MEDICAID,,1 chronic condition,Combined Cancer,31,0,0,0,11,3.5,23.5
2798,dashboard_2,Butte,MEDICAID,,All,Combined Cancer,1323,0,0,0,21,7,43
2799,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Combined Cancer,1292,0,0,0,22,7,44
2800,dashboard_2,Butte,MEDICAID,,1 chronic condition,COPD,207,0,0,0,11,6,23
2801,dashboard_2,Butte,MEDICAID,,All,COPD,4280,0,0,0,26,10,50
2802,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,COPD,4073,0,0,0,26,11,52
2803,dashboard_2,Butte,MEDICAID,,1 chronic condition,Dementia,-1,0,0,0,31,17.25,45
2804,dashboard_2,Butte,MEDICAID,,All,Dementia,-1,0,0,0,25,11,44
2805,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Dementia,901,0,0,0,25,11,44
2806,dashboard_2,Butte,MEDICAID,,1 chronic condition,Depression,1948,0,0,0,16,7,32
2807,dashboard_2,Butte,MEDICAID,,All,Depression,12274,0,0,0,25,11,48
2808,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Depression,10326,0,0,0,27,12,51
2809,dashboard_2,Butte,MEDICAID,,1 chronic condition,Diabetes,405,0,0,0,10,5,21
2810,dashboard_2,Butte,MEDICAID,,All,Diabetes,6920,0,0,0,22,9,44
2811,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Diabetes,6515,0,0,0,23,10,46
2812,dashboard_2,Butte,MEDICAID,,1 chronic condition,Heart Failure,43,0,0,0,10,3,17.5
2813,dashboard_2,Butte,MEDICAID,,All,Heart Failure,2289,0,0,0,26,10,53
2814,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Heart Failure,2246,0,0,0,26,10,54
2815,dashboard_2,Butte,MEDICAID,,1 chronic condition,Hip/Pelvic Fracture,-1,0,0,0,21,16.25,35.25
2816,dashboard_2,Butte,MEDICAID,,All,Hip/Pelvic Fracture,-1,0,0,0,24.5,11.75,52.5
2817,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Hip/Pelvic Fracture,210,0,0,0,25,10,58.75
2818,dashboard_2,Butte,MEDICAID,,1 chronic condition,Hyperlipidemia,844,0,0,0,13,7,24
2819,dashboard_2,Butte,MEDICAID,,All,Hyperlipidemia,11509,0,0,0,21,9,41
2820,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Hyperlipidemia,10665,0,0,0,22,9,43
2821,dashboard_2,Butte,MEDICAID,,1 chronic condition,Hypertension,881,0,0,0,10,5,20
2822,dashboard_2,Butte,MEDICAID,,All,Hypertension,12744,0,0,0,21,8,42
2823,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Hypertension,11863,0,0,0,22,9,43
2824,dashboard_2,Butte,MEDICAID,,1 chronic condition,Ischemic Heart Disease,-1,0,0,0,7.5,3,22
2825,dashboard_2,Butte,MEDICAID,,All,Ischemic Heart Disease,-1,0,0,0,24,9,49
2826,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Ischemic Heart Disease,2358,0,0,0,24,9.25,49
2827,dashboard_2,Butte,MEDICAID,,1 chronic condition,Obesity,1177,0,0,0,12,6,23
2828,dashboard_2,Butte,MEDICAID,,All,Obesity,8615,0,0,0,24,10,47
2829,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Obesity,7438,0,0,0,27,12,51
2830,dashboard_2,Butte,MEDICAID,,1 chronic condition,Osteoporosis,-1,0,0,0,16,4.5,27.5
2831,dashboard_2,Butte,MEDICAID,,All,Osteoporosis,-1,0,0,0,22,9,40
2832,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Osteoporosis,832,0,0,0,22,9,40
2833,dashboard_2,Butte,MEDICAID,,1 chronic condition,Rheumatoid Arthritis,259,0,0,0,18,7,32
2834,dashboard_2,Butte,MEDICAID,,All,Rheumatoid Arthritis,4978,0,0,0,25,10,48
2835,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Rheumatoid Arthritis,4719,0,0,0,26,11,49
2836,dashboard_2,Butte,MEDICAID,,1 chronic condition,Stroke,48,0,0,0,15.5,6.5,32.5
2837,dashboard_2,Butte,MEDICAID,,All,Stroke,1151,0,0,0,29,13,55
2838,dashboard_2,Butte,MEDICAID,,more than 1 chronic condition,Stroke,1103,0,0,0,30,13,56
2839,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Acute Myocardial Infarction,64,1905.76,215,4321.3,36,21,66.5
2840,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Acute Myocardial Infarction,64,1905.76,215,4321.3,36,21,66.5
2841,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Alzheimers Disease,74,202.93,25.71,760.97,20.5,10,35
2842,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Alzheimers Disease,74,202.93,25.71,760.97,20.5,10,35
2843,dashboard_2,Butte,MEDICARE ADVANTAGE,,1 chronic condition,Anemia,-1,92.98,66.47,339.42,8,5,21
2844,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Anemia,-1,557.11,99.35,1846.52,30,14,55
2845,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Anemia,1028,610.83,100,1875.55,31,15,56
2846,dashboard_2,Butte,MEDICARE ADVANTAGE,,1 chronic condition,Anxiety,30,120,52.23,318.44,11,7,14.75
2847,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Anxiety,1195,565.59,132.94,1472.89,27,13,49
2848,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Anxiety,1165,598.62,140,1485.92,28,14,50
2849,dashboard_2,Butte,MEDICARE ADVANTAGE,,1 chronic condition,Asthma,-1,60,3.75,406.62,4.5,3.25,13
2850,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Asthma,-1,501.44,113.93,1427.43,27,14,53
2851,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Asthma,456,530.62,120,1469.39,28,14,54
2852,dashboard_2,Butte,MEDICARE ADVANTAGE,,1 chronic condition,Atrial Fibrillation,-1,35,0,281.43,6,2,9
2853,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Atrial Fibrillation,-1,375.43,50,1454.16,25,13,47
2854,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Atrial Fibrillation,733,377.27,50,1464.22,25,13,47
2855,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Breast Cancer,190,345,35.75,1220.31,25,12,44.25
2856,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Breast Cancer,190,345,35.75,1220.31,25,12,44.25
2857,dashboard_2,Butte,MEDICARE ADVANTAGE,,1 chronic condition,Chronic Kidney Disease,-1,75,40,151.34,7,4,14
2858,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Chronic Kidney Disease,-1,390,70,1413.2,25,12,45
2859,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Chronic Kidney Disease,904,394.2,70,1421.13,25,12,45.25
2860,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Colorectal Cancer,68,551.19,50,2810.29,32.5,12,62.25
2861,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Colorectal Cancer,68,551.19,50,2810.29,32.5,12,62.25
2862,dashboard_2,Butte,MEDICARE ADVANTAGE,,1 chronic condition,Combined Cancer,-1,60,20,720.38,9,7,14
2863,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Combined Cancer,-1,381.62,50,1507.43,26,13,46
2864,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Combined Cancer,542,390.76,51.14,1525.06,26,13,47
2865,dashboard_2,Butte,MEDICARE ADVANTAGE,,1 chronic condition,COPD,40,192.43,63.47,606.17,7.5,5,15.75
2866,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,COPD,1081,656.21,166.62,1718.46,31,15,54
2867,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,COPD,1041,691.4,173.49,1793.21,32,16,55
2868,dashboard_2,Butte,MEDICARE ADVANTAGE,,1 chronic condition,Dementia,-1,100.84,25,554.17,7,2,15
2869,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Dementia,-1,268.43,54.19,1458.51,21,11,40.75
2870,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Dementia,276,282.5,56.95,1477.27,21,11,42
2871,dashboard_2,Butte,MEDICARE ADVANTAGE,,1 chronic condition,Depression,32,90,18.75,640.6,9.5,3,15
2872,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Depression,1249,558.09,131.97,1473.93,27,13,49
2873,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Depression,1217,585,135,1491.28,28,14,50
2874,dashboard_2,Butte,MEDICARE ADVANTAGE,,1 chronic condition,Diabetes,37,65,10,375.32,7,4,11
2875,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Diabetes,1582,380.61,63.62,1295.13,22,11,42
2876,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Diabetes,1545,387.72,70,1310.76,23,11,42
2877,dashboard_2,Butte,MEDICARE ADVANTAGE,,1 chronic condition,Heart Failure,-1,207.07,133.13,487.54,19.5,15.5,29.25
2878,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Heart Failure,-1,670,97.36,1909.62,31,16,55
2879,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Heart Failure,597,673.59,97.36,1918.22,31,16,55
2880,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Hip/Pelvic Fracture,86,745,107.5,2130.99,29,16.25,49
2881,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Hip/Pelvic Fracture,86,745,107.5,2130.99,29,16.25,49
2882,dashboard_2,Butte,MEDICARE ADVANTAGE,,1 chronic condition,Hyperlipidemia,164,80,5,248.72,7,4,14
2883,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Hyperlipidemia,3296,270.21,45.31,1041.92,19,9,36
2884,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Hyperlipidemia,3132,300,50,1102,20,10,37
2885,dashboard_2,Butte,MEDICARE ADVANTAGE,,1 chronic condition,Hypertension,159,75,12.5,238.92,6,3,11
2886,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Hypertension,3665,294.72,50,1075,19,9,37
2887,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Hypertension,3506,313.92,50,1115,20,10,38
2888,dashboard_2,Butte,MEDICARE ADVANTAGE,,1 chronic condition,Ischemic Heart Disease,-1,0,0,0,2,2,2
2889,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Ischemic Heart Disease,-1,487.37,63.17,1533.64,25,11.5,48
2890,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Ischemic Heart Disease,870,487.72,63.87,1535.92,25,12,48
2891,dashboard_2,Butte,MEDICARE ADVANTAGE,,1 chronic condition,Obesity,-1,231.2,35,725,8,6,15
2892,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Obesity,-1,533.31,77.35,1476.23,26.5,13,47
2893,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Obesity,1005,535.04,79.7,1511.5,27,14,48
2894,dashboard_2,Butte,MEDICARE ADVANTAGE,,1 chronic condition,Osteoporosis,-1,80,20,355,8,3.25,12.75
2895,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Osteoporosis,-1,343.23,46.55,1206.87,21,10,41
2896,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Osteoporosis,404,358.68,50,1268.98,23,11,43
2897,dashboard_2,Butte,MEDICARE ADVANTAGE,,1 chronic condition,Rheumatoid Arthritis,80,153.45,31.29,561.28,9.5,4,16
2898,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Rheumatoid Arthritis,1606,512.06,95.77,1351.23,26,13,47
2899,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Rheumatoid Arthritis,1526,529.5,107.49,1398.98,27,15,47
2900,dashboard_2,Butte,MEDICARE ADVANTAGE,,1 chronic condition,Stroke,-1,282.28,194.29,613.62,22.5,9.75,29.25
2901,dashboard_2,Butte,MEDICARE ADVANTAGE,,All,Stroke,-1,748.79,135.02,2297.07,32,17,56
2902,dashboard_2,Butte,MEDICARE ADVANTAGE,,more than 1 chronic condition,Stroke,267,778.9,135.01,2318.55,32,17,57
2903,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,Acute Myocardial Infarction,-1,2155.58,2155.58,2155.58,16,16,16
2904,dashboard_2,Butte,MEDICARE FFS,,All,Acute Myocardial Infarction,-1,4992.82,3004.13,8332.99,54,31,89
2905,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Acute Myocardial Infarction,496,5001.84,3011.42,8336.42,54,31,89
2906,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,Alzheimers Disease,-1,277.78,257.68,338.12,5,3,14
2907,dashboard_2,Butte,MEDICARE FFS,,All,Alzheimers Disease,-1,2278.63,709.74,4856.08,35,18,57
2908,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Alzheimers Disease,612,2306.2,748.63,4944.57,35,18,57.25
2909,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,Anemia,119,645.97,316.54,1449.7,15,8,26
2910,dashboard_2,Butte,MEDICARE FFS,,All,Anemia,7924,2423.56,817.43,5577.49,42,20,71
